time,vehicle-ID,x,y,heading,v_x,v_y,acc_x,acc_y,label,length,width
1.0,1,26.91785712848656,3.434311869945424,-0.02551602754257073,0.0002659397622535489,1.7562066461730547e-05,-6.781961461198403,-0.44786555012749757,2,5.0,2.0
1.0,2,33.76094655422171,3.0727543500258756,-0.004242195021051866,1.0730106793171319e-05,4.300911096560826e-07,-7.094196065545486,-0.28435417435826804,1,5.0,2.0
1.0,3,40.558962856551375,3.057572731477165,-0.020127326854975838,0.8894913395355024,-0.0316877857745874,1.9987320935755217,-0.07120405965401284,1,5.0,2.0
1.0,4,50.665999940135855,3.139025339308384,-0.028616454756141035,0.000508139388912479,-3.7697056398057006e-06,-11.595002871277945,0.08601920786138516,2,5.0,2.0
1.0,5,57.54697022153606,2.937186630724673,-0.02829161069360298,1.3696512256838322,-0.03265728456820889,1.9994317296040889,-0.047673458573941827,1,5.0,2.0
1.0,6,69.84496519397582,3.287922418665542,-0.012256169630373702,1.7503665900912133,-0.01648999540635494,-3.9929035153939867,0.0376166689878571,2,5.0,2.0
1.0,7,78.2308854219077,3.4345991328011882,-0.026227314969795034,2.608745678499764,-0.06333565523080754,3.998821658677614,-0.09708420103608588,1,5.0,2.0
1.0,8,88.24292854215197,3.224107342881789,-0.020413292672510602,1.3055938407570546,-0.032209379791611176,-11.236670193692404,0.2772119219341991,1,5.0,2.0
1.0,9,95.73685859283042,3.1936836520537453,-0.027439531747672156,2.6684280364387605,-0.07440171910107246,3.9984460686983723,-0.1114855852140988,1,5.0,2.0
1.0,10,106.09976726811144,2.851494617386419,-0.03318631706493091,2.697360129851769,-0.10089268800628877,3.9972047793437517,-0.149512380729724,1,5.0,2.0
1.0,11,121.07788799253824,2.785764106829978,-0.014862303291385763,0.9216571285890411,-0.020247034389508537,-10.57198665381875,0.23224621250744665,1,5.0,2.0
1.0,12,127.87785812255098,3.103264845281502,-0.03437047717905253,2.1134344994933048,-0.0718795296213522,1.3485128643813276,-0.04586395764965093,1,5.0,2.0
1.0,13,136.08092325814795,3.386812386299429,-0.012700286769695698,2.5092325723382163,-0.03187685657757562,0.0,-0.0,2,5.0,2.0
1.0,0,96.97678766680964,6.8347245105398375,-0.06611019578406487,6.015668435388815,-2.1630717659229846,3.69575973302545,-1.3288953036564297,2,5.0,2.0
1.1,1,26.917883722462786,3.43431362615207,-0.025515053888981946,8.65676870577298e-08,5.716820883291775e-09,-0.00265853177466996,-0.00017556608574042848,2,5.0,2.0
