time,vehicle-ID,x,y,heading,v_x,v_y,acc_x,acc_y,label,length,width
14.899999999999965,1,26.917883731122373,3.4343136267239385,-0.025515053571938767,0.0,0.0,-0.0,-0.0,2,5.0,2.0
14.899999999999965,2,33.76094762724205,3.0727543930353733,-0.004242175996628333,0.0,0.0,-0.0,-0.0,1,5.0,2.0
14.899999999999965,3,67.9042340538916,-0.2492960661379618,-0.19090730101766526,2.6589494160315996,-0.5567064648904625,0.3214861573994313,-0.06730982587256909,1,5.0,2.0
14.899999999999965,4,78.81499827199038,6.304330123735284,0.2121295930246891,3.5380472385494888,0.8408384278971908,1.9458048036523496,0.4624323367623002,2,5.0,2.0
14.899999999999965,5,89.1966551748747,3.0682328400166714,0.028085799514332592,2.219685563435067,0.07225056809796766,-0.4586861359950953,-0.014930193019330663,1,5.0,2.0
14.899999999999965,6,99.15900334164766,3.495447126529887,0.020994916868360476,1.7691531650272014,0.04216775902750528,0.2944545661798183,0.007018323476265141,2,5.0,2.0
14.899999999999965,7,109.02965744238094,3.0545195237369356,-0.0021540621275042025,2.3088484183712645,-0.00046218758230283683,-0.4049630935822048,8.10659165215669e-05,1,5.0,2.0
14.899999999999965,8,117.10682454107393,1.8073839217282683,-0.06956883837833011,1.989806387936625,-0.14715657373667504,-0.09063657819987597,0.006703048288502512,1,5.0,2.0
14.899999999999965,9,127.06054730066226,2.2354875951673985,-0.03289835525729624,2.625675063402521,-0.08755623664810862,2.0398500191193225,-0.06802120852273956,1,5.0,2.0
14.899999999999965,10,148.8614829770706,-0.2794140890591103,-0.10524203257904872,6.929651180928617,-0.7614410120506808,1.3518108905292425,-0.14853911484297577,1,5.0,2.0
14.899999999999965,11,154.42298204223943,0.47965796794878135,-0.10985343045485578,2.507927050632997,-0.2946610371304457,0.001581547075613741,-0.00018581892222636442,1,5.0,2.0
14.899999999999965,12,162.69605974428617,2.008884448045532,-0.0291756184635516,2.5092492719457113,-0.07229340815838563,-2.7705033030072577e-05,7.982033842861371e-07,1,5.0,2.0
14.899999999999965,13,170.95924723707574,2.9430339386152107,-0.012740147757397745,2.5092312997017707,-0.03197687704093214,0.0,-0.0,2,5.0,2.0
14.899999999999965,0,135.62799065906307,1.9389521968216559,-0.17056911024514737,4.129328397837558,-1.2230274289175174,3.3570524430361006,-0.9942941860225544,2,5.0,2.0
