time,vehicle_ID,x,y,width,height,v_x,v_y,acc_x,acc_y,road-ID,heading
0.9,1,33.56863284477006,0.0,5.0,2.0,5.721690082802871,0.0,-0.8960302315562002,0.0,1,0.0
0.9,2,44.462924871952296,0.0,5.0,2.0,5.617692915340225,0.0,-0.7778358536459811,0.0,1,0.0
0.9,3,57.89749647884791,0.0,5.0,2.0,4.555335523254442,0.0,0.48935237816032895,0.0,1,0.0
0.9,4,73.39378587374446,0.0,5.0,2.0,5.514525568720787,0.0,-0.8106335652934585,0.0,1,0.0
0.9,5,85.88429569204217,0.0,5.0,2.0,4.536129099040282,0.0,0.4872672820301539,0.0,1,0.0
0.9,6,102.00804420706807,0.0,5.0,2.0,5.275676451521613,0.0,-0.6109661615632499,0.0,1,0.0
0.9,7,112.76881656324989,0.0,5.0,2.0,4.953223759201007,0.0,-0.5908245487771453,0.0,1,0.0
0.9,8,122.87199797344542,0.0,5.0,2.0,4.491120391505664,0.0,0.38229755194589315,0.0,1,0.0
0.9,9,136.09070410095367,0.0,5.0,2.0,5.075037083411076,0.0,-0.9345458806464663,0.0,1,0.0
0.9,10,145.79618943710034,0.0,5.0,2.0,4.3773693955307476,0.0,0.36788624272786136,0.0,1,0.0
0.9,11,157.61272379574828,0.0,5.0,2.0,5.191240300540674,0.0,0.11377040623774554,0.0,1,0.0
0.9,12,171.66516513148747,0.0,5.0,2.0,5.934342337709679,0.0,-0.6401794439768537,0.0,1,0.0
0.9,13,185.39999999999995,0.0,5.0,2.0,6.0,0.0,0.0,0.0,1,0.0
0.9,0,96.3,3.5,5.0,2.0,7.0,0.0,0.0,0.0,2,0.0
