time,vehicle-ID,x,y,width,height,v_x,v_y,acc_x,acc_y,road_ID,heading
3.8000000000000016,1,64.67628335410775,-7.129873428083778,5.0,2.0,-2.3945418916247854,-7.830460650901644,0.06121652854384566,0.2001859393748679,2,-1.5622329449329404
3.8000000000000016,2,73.35409926108898,-7.694341574879546,5.0,2.0,-5.968034410452399,-5.610817386168639,0.15492742678663185,0.14565423722865384,2,-1.9937233762254414
3.8000000000000016,3,95.8405189667641,1.9381593071238425,5.0,2.0,8.12880148293754,-1.195540198346771,-0.23771819033195438,0.03496230693007366,2,-0.12264685427871336
3.8000000000000016,4,103.49275701618221,-5.869949174929463,5.0,2.0,0.8757203307466999,-8.006127783341437,-0.006509355078358044,0.05951069846698704,2,-1.2237488115770263
3.8000000000000016,5,119.08779262086175,-3.4809596823801305,5.0,2.0,4.513503902268077,-6.776402623491601,-0.08743359055905515,0.13126945833545034,2,-0.8218354508129981
3.8000000000000016,6,130.55770735318424,-2.234187773697243,5.0,2.0,5.996289549267758,-5.613398548549594,-0.1733843348433655,0.16231293795174334,2,-0.6316340852818346
3.8000000000000016,7,141.08017032788712,-4.347695850965138,5.0,2.0,3.374695059079951,-7.289944916048074,-0.015484091813113426,0.03344840775729289,2,-0.9514314827907083
3.8000000000000016,8,155.70342861922265,-1.7943539885084396,5.0,2.0,6.1985251812226005,-5.256424902963855,-0.10781067593703378,0.09142476722003322,2,-0.587609363131046
3.8000000000000016,9,164.29038080242938,-4.939588496248694,5.0,2.0,2.6158532408430473,-7.759334533764858,-0.06687469183559194,0.19836858493925186,2,-1.0434759470809287
3.8000000000000016,10,179.09259891313386,-0.7106112696769697,5.0,2.0,7.089928214280471,-4.10276320005284,-0.1841109826418744,0.10654039666963092,2,-0.4399261652359432
3.8000000000000016,11,187.70988771318298,-5.6334903647392,5.0,2.0,1.53808953694927,-8.073554339220456,-0.04548819919117153,0.23877117628121555,2,-1.1598113327708044
3.8000000000000016,12,204.31353682623921,1.8627118272332566,5.0,2.0,8.007074812574963,-1.254123004457995,-0.11492598848209043,0.01800049697788618,2,-0.1306361462433534
3.8000000000000016,13,208.72005620260484,-8.281600751783103,5.0,2.0,-5.558837470132256,-5.816655115248324,0.035123668308870655,0.03675269623060542,2,-1.9696224723087132
3.8000000000000016,0,118.99539067208838,6.641251202842425,5.0,2.0,7.345583378221215,-3.239456747961536,-0.028648949365772503,0.012634399143861325,1,-0.2963937834405871
