time,vehicle-ID,x,y,heading,v_x,v_y,acc_x,acc_y,label,length,width
0.0,1,16.41,3.04,-0.0159,0.99,0.0,-0.46,-0.0,2,5.0,2.0
0.0,2,23.06,3.59,-0.034,0.9099708801553064,0.0072799223469151575,-0.1899939200324266,-0.0015199837867185492,2,5.0,2.0
0.0,3,34.36,3.56,-0.0167,1.1198482195990829,0.020975344115513512,0.14989479862629362,0.011469496274156178,2,11.0,2.5
0.0,4,44.12,2.9699999999999998,-0.0251,1.0398006071863644,0.02268694106458619,0.5899560927446004,0.0071978214429421605,1,5.0,2.0
0.0,5,51.41,3.39,-0.0206,1.4897330960558042,0.04117405148862473,0.3299157194966288,0.012474695548258617,2,5.0,2.0
0.0,6,61.169999999999995,2.9,-0.014499999999999999,1.5297110428211114,0.04223890944553778,-0.11991616087381056,-0.01095966976173943,1,5.0,2.0
0.0,7,68.30999999999999,3.38,-0.0081,1.3899623211050003,0.014308945048460128,-0.20999899095080807,-0.0006509989573155009,1,5.0,2.0
0.0,8,77.35999999999999,2.96,-0.016800000000000002,1.0897670542954876,0.03752022617384045,-0.09999761950944464,-0.0006899945248630335,1,5.0,2.0
0.0,9,86.25999999999999,2.99,-0.012,0.9490391501242742,0.06576238690463845,-0.029995866694915767,-0.0004979771288351211,2,5.0,2.0
0.0,10,97.52,3.14,0.005599999999999999,1.4198691771040708,0.04440180074962064,0.08999956755034633,0.0002789995531352147,1,5.0,2.0
0.0,11,105.22,3.91,-0.0571,2.1104865069728156,-0.07776055481851495,0.290053121888488,-0.008317841230868993,1,5.0,2.0
0.0,12,114.87,3.29,-0.0274,2.3894912104075146,0.057721359869909394,0.13999058090562017,0.0016239635793383726,1,5.0,2.0
0.0,13,125.95,3.07,-0.0138,2.47,0.02,0.37,0.0,2,5.0,2.0
0.0,0,93.0,7.0,0.0,6.0,0.0,0.0,0.0,2,5.0,2.0
0.1,1,16.49,2.99,-0.019,0.95,0.0,-0.44,-0.0,1,5.0,2.0
0.1,2,23.18,3.59,-0.0323,0.8899817728622155,0.005695961115386303,-0.1799963136125829,-0.0011519921356961062,1,5.0,2.0
0.1,3,34.41,3.52,-0.0164,1.1398321600067276,0.021969228807527053,0.1998839770306562,0.012099410167777304,1,11.0,2.5
0.1,4,44.29,2.99,-0.0238,1.0897730444120695,0.02438671098876985,0.5799494711336854,0.007655777671696933,1,5.0,2.0
0.1,5,51.69,3.35,-0.0134,1.519698646759494,0.042614821803724556,0.26990770085636556,0.012240629821651054,1,5.0,2.0
0.1,6,61.41,2.92,-0.0136,1.5198234503493462,0.03790355878026878,-0.14994597223891612,-0.010779861285109403,2,5.0,2.0
0.1,7,68.47,3.35,-0.005,1.3699915616008769,0.011095996683093507,-0.19999993600000343,-0.0001599999829333339,1,5.0,2.0
0.1,8,77.52,2.9699999999999998,-0.0149,1.0798293991359416,0.03561556909150817,-0.09999864800304652,-0.0005199976565365016,2,5.0,2.0
