time,vehicle-ID,x,y,heading,v_x,v_y,acc_x,acc_y,label,length,width
0.0,1,26.47,3.43,-0.0199,0.49996919781626337,0.005549886031452106,0.10999322351957794,0.0012209749269194634,2,5.0,2.0
0.0,2,32.97,3.07,-0.0059,0.6899656846023067,0.012138948524075125,0.03999980780015392,0.00012399980139342877,2,5.0,2.0
0.0,3,39.879999999999995,3.07,-0.022,0.56,-0.01,0.14,0.0,2,5.0,2.0
0.0,4,49.419999999999995,3.14,-0.022,1.030021033578384,-0.007527973573133142,0.12999962560017972,0.00031199970048008624,2,5.0,2.0
0.0,5,56.589999999999996,2.96,-0.039,1.0098060054105327,0.019794732552452045,0.11997695113788508,0.00235184941217252,2,5.0,2.0
0.0,6,67.55,3.28,-0.0257,1.9396708644987397,0.040950426306832766,0.3399801713927352,0.003671928616736309,1,5.0,2.0
0.0,7,76.03999999999999,3.43,-0.0154,2.0694965075291303,0.060697655018391604,0.15009249839584146,-0.008499525004041653,1,5.0,2.0
0.0,8,85.69,3.26,-0.0392,2.399584598441995,0.045757566805624574,0.06014233431003305,-0.009104923049659501,2,5.0,2.0
0.0,9,93.42999999999999,3.2,-0.0158,2.25981344557189,0.04175154143863889,-0.029999594400913952,-0.0001559992969609505,1,5.0,2.0
0.0,10,103.67999999999999,2.9,-0.0146,2.34,0.0,-0.06,0.0,1,5.0,2.0
0.0,11,118.99,2.79,-0.0021,2.17,0.03,-0.23,0.0,2,5.0,2.0
0.0,12,126.00999999999999,3.09,-0.0121,1.89,0.01,-0.03,0.0,2,5.0,2.0
0.0,13,133.67,3.35,-0.0123,2.2095308611859967,0.054528648127994114,0.25998398286445695,0.0028859407363550954,1,5.0,2.0
0.0,0,93.0,7.0,0.0,6.0,0.0,0.0,0.0,2,5.0,2.0
0.1,1,26.51,3.44,-0.0232,0.5099674393964742,0.005762877354538032,0.11999233868152333,0.0013559711422442427,2,5.0,2.0
0.1,2,33.05,3.09,-0.0086,0.6999739840240077,0.01167996958721429,0.04999985600006912,0.00011999988480003318,2,5.0,2.0
0.1,3,40.0,3.07,-0.0174,0.57,-0.01,0.13,0.0,1,5.0,2.0
0.1,4,49.65,3.2,-0.0219,1.04,-0.01,0.13,0.0,1,5.0,2.0
0.1,5,56.71,2.96,-0.0381,1.0198197509090305,0.019174870425722024,0.11997879422459182,0.0022558671089084733,1,5.0,2.0
0.1,6,67.79,3.28,-0.024399999999999998,1.9697439810148953,0.037531976441323556,0.32998693043627036,0.0029369612268585615,1,5.0,2.0
0.1,7,76.31,3.43,-0.016399999999999998,2.079613443768308,0.056638542514061294,0.15007519917226933,-0.008799692801665704,1,5.0,2.0
0.1,8,85.96000000000001,3.26,-0.0372,2.40935251259227,0.05674918559163293,0.07018081564438712,-0.008640203440229158,2,5.0,2.0
0.1,9,93.66000000000001,3.2,-0.011000000000000001,2.2599491072210967,0.03361596005718172,-0.0,0.0,2,5.0,2.0
0.1,10,103.99000000000001,2.88,-0.0106,2.33,0.0,-0.06,0.0,1,5.0,2.0
0.1,11,119.30000000000001,2.77,0.001,2.14,0.03,-0.25,0.0,1,5.0,2.0
0.1,12,126.29,3.09,-0.0132,1.89,0.01,-0.01,0.0,1,5.0,2.0
0.1,13,133.99,3.37,-0.0108,2.239619041681599,0.051054364526435955,0.2899871878943402,0.002725959855284026,2,5.0,2.0
0.1,0,93.6,7.0,0.0,6.0,0.0,0.0,0.0,2,5.0,2.0
0.2,1,26.54,3.45,-0.0218,0.5299631018281448,0.0062538548665170895,0.13999025331309484,0.001651961662853571,2,5.0,2.0
0.2,2,33.11,3.07,-0.002,0.7,0.01,0.04,0.0,2,5.0,2.0
0.2,3,39.99,3.05,-0.0139,0.59,-0.01,0.14,0.0,1,5.0,2.0
0.2,4,49.57,3.18,-0.0196,1.06,-0.01,0.18,-0.0,1,5.0,2.0
0.2,5,56.71,2.96,-0.0368,1.0398239537669351,0.019134920237585045,0.14997460871638488,0.0027598442650363045,2,5.0,2.0
0.2,6,68.01,3.26,-0.0185,1.999868960529623,0.030399682731339334,0.28999607920883486,0.0015079932039558546,1,5.0,2.0
0.2,7,76.46000000000001,3.43,-0.0157,2.099711639718143,0.053019147787823045,0.16005892441263833,-0.0090078141560168,2,5.0,2.0
0.2,8,86.26,3.25,-0.0451,2.4091778088645155,0.06373605945438005,0.030215522476964445,-0.009328569099495185,1,5.0,2.0
0.2,9,93.85000000000001,3.2,-0.011999999999999999,2.259921491272244,0.03542390839300297,0.009999971200013825,2.3999976960006636e-05,2,5.0,2.0
0.2,10,104.14000000000001,2.88,-0.0119,2.329988804358966,0.007222988431167225,-0.03999980780015392,-0.00012399980139342877,1,5.0,2.0
0.2,11,119.49000000000001,2.77,-0.0013,2.12,0.03,-0.25,0.0,1,5.0,2.0
0.2,12,126.44000000000001,3.11,-0.0169,1.89,0.01,0.02,0.0,2,5.0,2.0
0.2,13,134.18,3.37,-0.0070999999999999995,2.269738964506934,0.045662161567224246,0.30999262047927834,0.002138983027075404,1,5.0,2.0
0.2,0,94.2,7.0,0.0,6.0,0.0,0.0,0.0,2,5.0,2.0
0.30000000000000004,1,26.55,3.45,-0.0201,0.539962405636223,0.0063718521281494874,0.17998746854540765,0.0021239507093831623,1,5.0,2.0
0.30000000000000004,2,33.2,3.1,-0.0031,0.71,0.01,0.04,0.0,2,5.0,2.0
0.30000000000000004,3,40.080000000000005,3.06,-0.0179,0.6,-0.01,0.15,0.0,2,5.0,2.0
0.30000000000000004,4,49.77,3.16,-0.0216,1.08,-0.01,0.18,0.0,1,5.0,2.0
0.30000000000000004,5,56.870000000000005,2.96,-0.0346,1.049850058318788,0.017744155320487533,0.1599771517438153,0.0027038712869314335,1,5.0,2.0
0.30000000000000004,6,68.28,3.29,-0.0152,2.029983350401741,0.02162399342677368,0.25999991680000445,0.00020799997781333407,2,5.0,2.0
0.30000000000000004,7,76.73,3.46,-0.021900000000000003,2.109601065873264,0.05730046131044057,0.17007628371308164,-0.00860567942392465,2,5.0,2.0
0.30000000000000004,8,86.53,3.23,-0.0445,2.4191817063257646,0.06371712312058418,0.02021705356777541,-0.009553572370464345,2,5.0,2.0
0.30000000000000004,9,94.12,3.2,-0.0158,2.2597617166687023,0.044463286861392705,0.0199995904013981,0.00012799912618845626,1,5.0,2.0
0.30000000000000004,10,104.45,2.9,-0.013399999999999999,2.3199347503058587,0.017399836875458787,-0.04999859375659179,-0.0003749964843848877,1,5.0,2.0
0.30000000000000004,11,119.73,2.79,-0.0009,2.09,0.03,-0.24,0.0,1,5.0,2.0
0.30000000000000004,12,126.57000000000001,3.09,-0.0135,1.9,0.01,0.06,0.0,2,5.0,2.0
0.30000000000000004,13,134.38,3.37,-0.0024999999999999996,2.3099213472723132,0.035543908277803,0.3199990784004424,0.0007679992627202123,1,5.0,2.0
0.30000000000000004,0,94.8,7.0,0.0,6.0,0.0,0.0,0.0,2,5.0,2.0
0.4,1,26.58,3.43,-0.019700000000000002,0.5599610132523793,0.006607846651414284,0.20998537996964226,0.002477942494280356,1,5.0,2.0
0.4,2,33.269999999999996,3.08,-0.0033,0.71,0.01,0.03,0.0,2,5.0,2.0
0.4,3,40.11,3.05,-0.0181,0.6200152063933426,-0.00900798762325601,0.13999982080003823,0.00022399990442667893,1,5.0,2.0
0.4,4,49.91,3.2199999999999998,-0.023299999999999998,1.090020860778467,-0.007383973711373101,0.11999965440016588,0.0002879997235200796,1,5.0,2.0
0.4,5,56.93,2.94,-0.0325,1.0698812268474267,0.015942410088976677,0.1699811294991239,0.0025329062758187248,2,5.0,2.0
0.4,6,68.42,3.29,-0.0082,2.06,0.02,0.25,0.0,1,5.0,2.0
0.4,7,76.87,3.44,-0.0202,2.1294374772362485,0.06321416409096231,0.1700988990916178,-0.008146442648151928,2,5.0,2.0
0.4,8,86.75,3.2,-0.044899999999999995,2.419350630851289,0.056943173422888585,0.010192106090274442,-0.00980413042776312,1,5.0,2.0
0.4,9,94.3,3.18,-0.019799999999999998,2.2696431007682665,0.05020154514562741,0.019999207905228508,0.0001779976501126401,2,5.0,2.0
0.4,10,104.66,2.88,-0.017300000000000003,2.3198793146463474,0.023663589668374552,-0.04009991744936967,0.009591486879193315,2,5.0,2.0
0.4,11,119.89999999999999,2.77,-0.0018,2.07,0.03,-0.23,0.0,1,5.0,2.0
0.4,12,126.69999999999999,3.09,-0.0161,1.909981555207348,0.013055985896109564,0.0999998720000273,0.0001599999317333421,1,5.0,2.0
0.4,13,134.54999999999998,3.37,-0.0014,2.3399752512025995,0.03187199020032051,0.32999989440000566,0.00026399997184000095,1,5.0,2.0
0.4,0,95.4,7.0,0.0,6.0,0.0,0.0,0.0,2,5.0,2.0
0.5,1,26.63,3.43,-0.024800000000000003,0.5799546880900034,0.007249811199391677,0.2199828127237944,0.0027499283859761534,2,5.0,2.0
0.5,2,33.349999999999994,3.07,-0.0009,0.71,0.01,0.01,0.0,2,5.0,2.0
0.5,3,40.19,3.04,-0.019299999999999998,0.6300279728027727,-0.008046955078091977,0.1499992792505772,0.0004649992552253578,1,5.0,2.0
0.5,4,49.949999999999996,3.24,-0.0229,1.1000300579181037,-0.005819937859946284,0.11999913360104257,0.0004559989025607924,1,5.0,2.0
0.5,5,57.01,2.94,-0.0309,1.0900365924500555,0.004497457045020966,0.17998408013467415,0.002393929421514234,1,5.0,2.0
0.5,6,68.64999999999999,3.26,-0.0113,2.08,0.02,0.23,0.0,2,5.0,2.0
0.5,7,77.1,3.44,-0.019,2.149529019236621,0.06020793518839403,0.16008692986774925,-0.008495580352061926,1,5.0,2.0
0.5,8,87.00999999999999,3.21,-0.034,2.419582378383068,0.0460555557792503,0.03014566439842296,-0.0095519065100981,1,5.0,2.0
0.5,9,94.63,3.2,-0.0212,2.26951050440514,0.05587549010727414,0.0,0.0,1,5.0,2.0
0.5,10,104.96,2.88,-0.0185,2.309839179666065,0.02725736743708392,-0.04011521249394521,0.009527314761548611,1,5.0,2.0
0.5,11,120.16,2.77,-0.0033,2.05,0.03,-0.21,0.0,2,5.0,2.0
0.5,12,126.96,3.11,-0.0249,1.9199220418928393,0.019983819805805485,0.11999837760365581,0.000623997187843802,1,5.0,2.0
0.5,13,134.84999999999997,3.39,-0.009999999999999998,2.3698119583752413,0.04232353886082904,0.33999540321035815,0.0017679920322241057,1,5.0,2.0
0.5,0,96.0,7.0,0.0,6.0,0.0,0.0,0.0,2,5.0,2.0
0.6000000000000001,1,26.67,3.43,-0.0268,0.6099500294822697,0.007807786791293281,0.23998033946843397,0.0030719161146071923,2,5.0,2.0
0.6000000000000001,2,33.43000000000001,3.07,-0.0014,0.71,0.01,-0.0,0.0,2,5.0,2.0
0.6000000000000001,3,40.190000000000005,3.08,-0.024900000000000002,0.6500333069141939,-0.0075299337445492555,0.14999891700130322,0.0005699986282009904,1,5.0,2.0
0.6000000000000001,4,50.07000000000001,3.2,-0.026,1.1100393295271527,-0.003561867896130809,0.1499974770070728,0.0008699951222082043,2,5.0,2.0
0.6000000000000001,5,57.09000000000001,2.94,-0.03,1.1000397884476372,0.003530415284093794,0.19998487119073793,0.0024599379715692163,1,5.0,2.0
0.6000000000000001,6,68.88000000000001,3.28,-0.0092,2.1,0.02,0.21,0.0,1,5.0,2.0
0.6000000000000001,7,77.29,3.46,-0.0249,2.1594036545969537,0.06462086747577495,0.1501042506363356,-0.008289387245396627,1,5.0,2.0
0.6000000000000001,8,87.17,3.2199999999999998,-0.0287,2.4197721144601196,0.03468305178617668,0.04009991744936967,-0.009591486879193315,1,5.0,2.0
0.6000000000000001,9,94.79,3.2,-0.022699999999999998,2.2694534941691877,0.05814497229568483,0.0,0.0,1,5.0,2.0
0.6000000000000001,10,105.08000000000001,2.86,-0.0208,2.309693134844341,0.0376513326845546,-0.020160335941009678,0.009672686015044292,2,5.0,2.0
0.6000000000000001,11,120.28000000000002,2.79,-0.0039,2.029844446740309,0.03913466541991879,-0.20999787375358803,-0.0009449968106282292,2,5.0,2.0
0.6000000000000001,12,127.04000000000002,3.11,-0.0242,1.9298582411827165,0.025439515308900346,0.12999584002218662,0.0010399889067021653,2,5.0,2.0
0.6000000000000001,13,135.00000000000003,3.39,-0.0132,2.399637952152252,0.05135852987135957,0.33998653438888465,0.003025960051914882,2,5.0,2.0
0.6000000000000001,0,96.6,7.0,0.0,6.0,0.0,0.0,0.0,2,5.0,2.0
0.7000000000000001,1,26.73,3.44,-0.0299,0.6299451151969343,0.00831575850546391,0.239979091503594,0.0031679080020814896,1,5.0,2.0
0.7000000000000001,2,33.53,3.08,-0.005,0.71,0.01,-0.02,-0.0,1,5.0,2.0
0.7000000000000001,3,40.33,3.06,-0.0255,0.6600468985059342,-0.006171853262755422,0.12999781340612976,0.0007539957725804438,1,5.0,2.0
0.7000000000000001,4,50.089999999999996,3.2199999999999998,-0.0218,1.1300408572420868,-0.0027678445710512733,0.199995904013981,0.0012799912618845625,2,5.0,2.0
0.7000000000000001,5,57.19,2.94,-0.0297,1.1200406446434854,0.0029923814271626825,0.20998587135843025,0.0024359453690075586,2,5.0,2.0
0.7000000000000001,6,69.09,3.31,-0.0061,2.119983321601743,0.02169599341909368,0.16999994560000292,0.0001359999854933338,2,5.0,2.0
0.7000000000000001,7,77.47,3.46,-0.0253,2.179336416458212,0.06702823210467579,0.1601116961799312,-0.008015282052766626,1,5.0,2.0
0.7000000000000001,8,87.46,3.2,-0.0302,2.4298862342067746,0.025551689032596483,0.02006358996449233,-0.009871796074510594,2,5.0,2.0
0.7000000000000001,9,94.97,3.18,-0.0228,2.2694534941691877,0.05814497229568483,0.01999846241970168,0.0002479936446355269,1,5.0,2.0
0.7000000000000001,10,105.33,2.85,-0.0282,2.3095287298250837,0.046658826737661585,-0.03019586587105157,0.009392001080571857,1,5.0,2.0
0.7000000000000001,11,120.45,2.81,-0.0037999999999999996,2.009718471124359,0.045074014926227556,-0.1899946562750488,-0.0014249866406625732,1,5.0,2.0
0.7000000000000001,12,127.21000000000001,3.11,-0.0281,1.9397970838436336,0.029787136682375044,0.14999219706765177,0.0015299734699380097,1,5.0,2.0
0.7000000000000001,13,135.21,3.41,-0.0137,2.439516692181478,0.05708159570246208,0.3499784384713843,0.003884920222016474,1,5.0,2.0
0.7000000000000001,0,97.2,7.0,0.0,6.0,0.0,0.0,0.0,2,5.0,2.0
0.8,1,26.77,3.43,-0.0272,0.6599416271604719,0.00877774121221886,0.2599770046389738,0.0034578980532983384,1,5.0,2.0
